P;;;;;;
Immatriculation;Code;Date MC;Code;Désignation;Cpt. actuel;Nom
GA-615-AW;VLE003RE21;16/06/2021;SG;Secrétariat Général;16012,00;RENAULT ZOE ELECTRIQUE ZEN 110 CV
GC-030-JB;VUB068RE21;13/10/2021;CEIPERR;CEI Le Perray;181490,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
GC-113-JB;VUB067RE21;13/10/2021;CEICHBO;CEI Châteaubourg;35332,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
GC-338-JB;VLC197CI21;13/10/2021;DIS35;District Rennes;16900,00;CITROEN C3 feel 6 cv ESS 110 cv blanche
GC-597-JA;VUB070RE21;13/10/2021;TR3DS49;Transfert 3DS CD49;39011,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
GC-601-HJ;VLC193CI21;12/10/2021;STVANNE;Section Travaux de Vannes;28935,00;CITROEN C3 feel 6 cv ESS 110 cv blanche
GC-631-HJ;VLC196CI21;12/10/2021;CEINANT;CEI Nantes;25735,00;CITROEN C3 feel 6 cv ESS 110 cv blanche
GC-655-HJ;VLC194CI21;12/10/2021;CEICHBO;CEI Châteaubourg;20500,00;CITROEN C3 feel 6 cv ESS 110 cv blanche
GC-686-HJ;VLC195CI21;12/10/2021;CEIGOUL;CEI Goulaine;30386,00;CITROEN C3 feel 6 cv ESS 110 cv blanche
GC-792-JA;VUB069RE21;13/10/2021;CEIPLEU;CEI Pleumeleuc;172306,00;RENAULT TRAFIC L1H1 1.6 DCI 145CV EURO6
GC-988-JL;VUB071RE21;14/10/2021;CEILOUD;CEI Loudéac;65654,00;RENAULT TRAFIC L2H2 1.6 DCI 145CV EURO6
GD-047-LR;VUE240RE21;10/12/2021;CEIHERI;CEI Héric;152494,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6 PATROUILLEUR
GD-081-LR;VUE241RE21;10/12/2021;CEIPERR;CEI Le Perray;113097,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 EXPLOITATION
GD-169-LR;VUE239RE21;10/12/2021;CEILOCM;CEI Locminé;109600,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6 PATROUILLEUR
GD-199-LR;VUE237RE21;10/12/2021;CEIGUIN;CEI Guingamp;103280,00;RENAULT MASTER L3H3 3 PL 2.3 DCI 170 CV E6 EXPLOITATION
GD-251-LR;VUE238RE21;10/12/2021;DOM;Biens remis aux Domaines;228,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6 PATROUILLEUR
GD-877-HN;VUE235RE21;02/12/2021;CEILORI;CEI Lorient;143718,00;RENAULT MASTER L3H3 2 PL 2.3 DCI 170 CV E6 PATROUILLEUR équipé CORRIDOR
GE-291-HR;VLA103PE22;27/01/2022;CEIPLEU;CEI Pleumeleuc;61190,00;PEUGEOT PARTNER 1.5 BLUE HDI
GE-454-RW;VUE242RE22;16/02/2022;CEISTAU;CEI Saint Aubin du Cormier;164105,00;RENAULT MASTER L2H3 2PL 2.3 DCI 170 CV E6 PATROUILLE
GE-585-RW;VUE244RE22;16/02/2022;CEIHERI;CEI Héric;63962,00;RENAULT MASTER L3H3 3PL 2.3 DCI 170 CV E6 EXPLOITATION
GE-650-KP;VLA104PE22;31/01/2022;CEIGOUL;CEI Goulaine;1,00;PEUGEOT PARTNER 1.5 BLUE HDI
GE-668-RW;VUE243RE22;16/02/2022;CEIBAIN;CEI Bain de Bretagne;122406,00;RENAULT MASTER L3H3 2PL 2.3 DCI 170 CV E6 PATROUILLE
GE-887-KS;VLA105PE22;31/01/2022;DIS44;District Nantes;19888,00;PEUGEOT PARTNER 1.5 BLUE HDI
GF-656-BA;VUE245RE22;07/03/2022;PSBREF;Réforme PS Brest;46710,00;RENAULT MASTER L2H3 2PL 2.3 DCI 170 CV E6 PATROUILLE
GF-695-BA;VUE247RE22;07/03/2022;CEIHERI;CEI Héric;152864,00;RENAULT MASTER L3H3 3PL 2.3 DCI 170 CV E6 EXPLOITATION
GF-768-BA;VUE246RE22;07/03/2022;CEILORI;CEI Lorient;90065,00;RENAULT MASTER L2H3 2PL 2.3 DCI 170 CV E6 PATROUILLE
GG-430-JT;CAA031IV22;17/05/2022;CEISTAU;CEI Saint Aubin du Cormier;15000,00;IVECO DAILY 70C18 DC BENNE
GG-865-YQ;VUE248RE22;16/06/2022;CEICHTL;CEI Châteaulin;74147,00;RENAULT MASTER L2H3 3PL 2.3 DCI 170 CV E6 EXPLOITATION
GG-908-TY;VUB072CI22;08/06/2022;CEITRAM;CEI Tramain;119113,00;CITROEN Jumpy M BLUE HDI 150CV E6
GH-920-LE;VUA081PE22;08/07/2022;SEM;Service Entretien Modernisatio;18542,00;PEUGEOT PARTNER 1.5 BLUE HDI STANDART
GK-014-DQ;VUE250RE22;24/10/2022;CEIMELG;CEI Melgven;21191,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 BALISEUR transformé en 4.5T
GK-046-MZ;VUE254RE22;15/11/2022;CEISEGU;CEI La Séguinière;61603,00;RENAULT MASTER L2H3 2PL 2.3 DCI 180 CV E6 PATROUILLEUR
GK-055-DQ;VUE251RE22;24/10/2022;CEIBAIN;CEI Bain de Bretagne;22845,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 BALISEUR
GK-093-DQ;VUE252RE22;24/10/2022;CEIMAYE;CEI Mayenne;49000,00;RENAULT MASTER L2H3 2PL 2.3 DCI 180 CV E6 PATROUILLEUR
GK-157-MZ;VUE256RE22;15/11/2022;CEIPLOE;CEI Ploërmel;70552,00;RENAULT MASTER L2H3 2PL 2.3 DCI 180 CV E6 PATROUILLEUR
GK-477-MY;VUE255RE22;15/11/2022;CEIPLES;CEI Pleslin Trigavou;76756,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 EXPLOITATION
GK-550-RV;VUE257RE22;23/11/2022;CEIRENN;CEI Rennes;50048,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 CV E6 EXPLOITATION
GK-621-RV;VUE258RE22;23/11/2022;CEISAVE;CEI Savenay;77150,00;RENAULT MASTER L2H3 2PL 2.3 DCI 180 CV E6 PATROUILLEUR
GK-671-MR;VUE253RE22;14/11/2022;CEIPLEU;CEI Pleumeleuc;24472,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 BALISEUR
GK-717-RV;VUD100RE22;23/11/2022;STVANNE;Section Travaux de Vannes;9714,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 EXPLOITATION
GK-977-DP;VUE249RE22;24/10/2022;CEICHBO;CEI Châteaubourg;95889,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 PATROUILLEUR
GL-339-BA;VUA082PE22;12/12/2022;CEICHBO;CEI Châteaubourg;20170,00;Fourgonnette PEUGEOT Partner 3pl blue HDI long
GL-632-GH;CAB057RE17;14/09/2017;CEIROST;CEI Rostrenen;99860,00;RENAULT D14.280 E6 TRIBENNE
GM-120-SQ;VUE262RE23;16/03/2023;CEISTHE;CEI Saint Thégonnec;45614,00;RENAULT MASTER L3H3 2PL 2.3 DCI 180 CV E6 PATROUILLEUR
GM-274-FL;VUE261RE23;20/02/2023;CEILORI;CEI Lorient;10981,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 BALISEUR
GN-155-MT;VUE263RE23;24/04/2023;CEIGOUL;CEI Goulaine;647,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 EXPLOITATION
GP-208-AN;VUE264RE23;22/05/2023;CEIPLEU;CEI Pleumeleuc;40500,00;RENAULT MASTER L2H3 2PL 2.3 DCI 180 CV E6 PATROUILLEUR
GP-294-KS;VUE265RE23;09/06/2023;CEIROST;CEI Rostrenen;25900,00;RENAULT MASTER L2H3 3PL 2.3 DCI 180 CV E6 EXPLOITATION
GP-536-TS;VLA106PE23;26/06/2023;CEIPERR;CEI Le Perray;16986,00;PEUGEOT PARTNER 1.5 BLUE HDI
GP-557-VA;VUE266RE23;26/06/2023;CEISTAU;CEI Saint Aubin du Cormier;58027,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 CV E6 EXPLOITATION
GP-771-TS;VLA108PE23;26/06/2023;CEISAVE;CEI Savenay;5210,00;PEUGEOT PARTNER 1.5 BLUE HDI
GP-867-TS;VLA107PE23;26/06/2023;CEIPLEU;CEI Pleumeleuc;7629,00;PEUGEOT PARTNER 1.5 BLUE HDI
GQ-022-FF;VUE268RE23;17/07/2023;CEINANT;CEI Nantes;566,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 CV E6 BALISEUR 4.5T
GQ-294-RA;VLA109PE23;30/01/2024;SEM;Service Entretien Modernisatio;3625,00;PEUGEOT PARTNER 1.5 BLUE HDI
GQ-819-JC;VUE269RE23;24/07/2023;CEIPLEU;CEI Pleumeleuc;4462,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 CV E6 BALISEUR tranformé 4.5T
GR-053-QK;VUE276RE23;04/10/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H3 2PL 2.3 DCI 180 E6 PATROUILLEUR
GR-161-QK;VUE275RE23;04/10/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;FOURGON MASTER L3H3 2PL 2.3 DCI 180 E6 PATROUILLEUR
GR-732-QK;CAA033IV23;04/10/2023;CEIHERI;CEI Héric;9097,00;IVECO DAILY 70C18 BENNE 3L DCI 180 E6
GR-741-RR;VUE278RE23;06/10/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;36,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180CV E6 BALISEUR
GR-776-VV;CAA032IV23;16/10/2023;CEICHBO;CEI Châteaubourg;8118,00;IVECO DAILY 50C18 BENNE 3L DCI180CV E6
GR-794-YX;VUC026RE23;20/07/2023;CEINANT;CEI Nantes;3663,00;RENAULT MASTER DCI E6 150CV BENNE JPM vulcain 55 N° 130075-1
GR-939-QJ;VUE277RE23;04/10/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H3 2PL 2.3 DCI 180 CV E6 PATROUILLEUR
GS-353-XT;VUE283RE23;08/12/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 2PL 2.3 DCI 180 E6 PATROUILLEUR
GS-583-GW;VUB074RE23;09/11/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT TRAFIC L2H2 150CV EURO6
GS-622- GW;VUB073RE23;09/11/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT TRAFIC L2H2 DCI 150CV EURO6
GS-695-XS;VUE282RE23;08/12/2023;CEICHTL;CEI Châteaulin;4054,00;RENAULT MASTER L2H2 3PL 2.3 DCI 180 E6 PATROUILLEUR
GS-720-KC;VUE274RE23;15/11/2023;CEILORI;CEI Lorient;1,00;Fourgon grande gamme équipé FLU (master,transit, j
GS-756-WK;VUE285RE23;06/12/2023;CEILOUD;CEI Loudéac;210,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 Exploitation
GS-794-KC;VUE273RE23;15/11/2023;CEIPERR;CEI Le Perray;26000,00;Fourgon grande gamme équipé FLU (master,transit, j
GS-848-KC;VUE272RE23;15/11/2023;CEIVANN;CEI Vannes;1,00;Fourgon grande gamme équipé FLU (master,transit, j
GS-890-KC;VLE004RE23;15/11/2023;DIS44;District Nantes;1,00;RENAULT ZOE ELECTRIQUE ZEN 110CV
GT-061-KQ;VLE006RE24;02/01/2024;DIS56;District Vannes;1,00;RENANULT ZOE Electrique ZEN 110cv
GT-077-KQ;VLE007RE24;02/01/2024;DIS22;District Saint Brieuc;694,00;RENAULT ZOE Electrique ZEN 110cv
GT-123-KQ;VLE008RE24;02/01/2024;DIS29;District Brest;1,00;RENAULT ZOE Electrique ZEN 110cv
GT-135-AD;VUE284RE23;14/12/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 Exploitation
GT-237-QH;VUB076CI24;17/01/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;CITROEN Jumpy L1H1 HDI E6
GT-245-KQ;VLE009RE24;02/01/2024;SIROA;Serv. Ingén. Rout. & Ouvr. Art;1,00;RENAULT ZOE Electrique ZEN 110cv
GT-248-AD;VUE279RE23;14/12/2023;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 BALISEUR
GT-252-QH;VUB078CI24;17/01/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;CITROEN Jumpy L1H1 HDI E6
GT-255-AD;VUE270RE23;14/12/2023;CEIRENN;CEI Rennes;1615,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 BALISEUR
GT-258-QH;VUB075CI24;17/01/2024;CEIGUIN;CEI Guingamp;15360,00;CITROEN Jumpy L1H1 HDI E6
GT-734-MG;VUE280RE23;08/01/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 EXPLOITATION
GT-740-AN;VUE281RE23;14/12/2023;CEILOUD;CEI Loudéac;4649,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 EXPLOITATION
GT-944-CH;VLE005RE23;18/12/2023;DIRECT;DIRECTION;1,00;RENAULT ZOE ELECTRIQUE ZEN 110
GT-982-QG;VUB077CI24;17/01/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;CITROEN Jumpy L1H1 HDI E6
GV-253-ZK;VUE286RE24;26/03/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 Baliseur
GV-486-CF;CAA034IV24;13/02/2024;CEISTHE;CEI Saint Thégonnec;2938,00;IVECO DAILY 70C18 DC BENNE
GV-917-TD;VUE260RE24;15/03/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H2 7PL 2.3 DCI 180 E6 Double cabine
GW-094-PR;VUE289RE24;25/04/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H3 3PL 2.3 DCI 180 E6 Baliseur
GW-639-MG;VUE287RE24;19/04/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H3 2PL 2.3 DCI 180 E6 Patrouilleur
GW-924-PQ;VUE288RE24;25/04/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H3 2PL 2.3 DCI 180 E6
GW-972-DV;VLA110PE24;02/04/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;PEUGEOT PARTNER 1.5 BLUE HDI
GX-014-AY;CAA035IV24;22/05/2024;CEICHTL;CEI Châteaulin;1,00;IVECO DAILY 70C18 DC BENNE
GX-094-SZ;VUE299RE24;24/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 3PL 2.3 DCI 180 E6 Exploitation
GX-205-SZ;VUE297RE24;24/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 3PL 2.3 DCI 180 E6 Exploitation
GX-270-SZ;VUE304RE24;24/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 3PL 2.3 DCI 180 E6 Exploitation
GX-310-NE;VUE290RE24;13/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H2 3PL 2.3 DCI 180 E6 Baliseur
GX-312-NE;VUE291RE24;13/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H2 2PL 2.3 DCI 180 E6 Patrouilleur
GX-313-NE;VUE292RE24;13/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H2 2PL 2.3 DCI 180 E6 Baliseur
GX-314-NE;VUE293RE24;13/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H2 2PL 2.3 DCI 180 E6 Baliseur
GX-315-NE;VUE294RE24;13/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L3H2 3PL 2.3 DCI 180 E6 Exploitation
GX-340-SZ;VUE296RE24;24/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 3PL 2.3 DCI 180 E6 Exploitation
GX-349-QD;VLA111PE24;18/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;PEUGEOT PARTNER 1.5 BLUE HDI
GX-415-AH;VLE011PE24;21/05/2024;CEITRAM;CEI Tramain;133,00;PEUGEOT e 208 ELECTRIQUE 136cv
GX-734-SY;VUE300RE24;24/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 3PL 2.3 DCI180 E6 Exploitation
GX-782-AX;VUC027RE24;22/05/2024;CEIGUIN;CEI Guingamp;582,00;RENAULT MASTER DCI E6 150CV JPM N°142078-1
GX-884-SY;VUE298RE24;24/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 3PL 2.3 DCI 180 E6 Exploitation
GX-982-SY;VUE295RE24;24/06/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;1,00;RENAULT MASTER L2H2 3PL 2.3 DCI 180 E6 Exploitation
GY-069-HL;VUE303RE24;19/07/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H2 3PL 2.3 DCI 180 E6 Exploitation
GY-070-HL;VUE302RE24;19/07/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H2 3PL 2.3 DCI180 E6 Exploitation
GY-071-HL;VUE301RE24;19/07/2024;ATTAFFE;EN ATTENTE D'AFFECTATION;0,00;RENAULT MASTER L3H2 3PL 2.3 DCI 180 E6 Exploitation
