P;;;;;;
Immatriculation;Code;Date MC;Code;Désignation;Cpt. actuel;Nom
BQ-765-YM;VUA029RE05;08/03/2005;DOM;Biens remis aux Domaines;234592,00;RENAULT KANGOO 1,5 DCI
BQ-820-YM;VUD040RE04;12/08/2004;DOM;Biens remis aux Domaines;286100,00;RENAULT MASTER
BQ-829-WW;CAA016IV06;26/01/2006;STVANNE;Section Travaux de Vannes;142580,00;IVECO DAILY 65C17
BQ-840-WW;VUD061CI96;16/01/1996;DOM;Biens remis aux Domaines;229059,00;CITROEN JUMPER
BQ-846-WW;CAB025RE97;31/03/1997;DOM;Biens remis aux Domaines;281214,00;RENAULT S130
BQ-856-YM;VUA028RE05;08/03/2005;DOM;Biens remis aux Domaines;250415,00;RENAULT KANGOO 1,5 DCI
BQ-857-WW;VUD059RE05;20/12/2005;DOM;Biens remis aux Domaines;141000,00;RENAULT MASTER
BQ-897-WW;VLC031RE06;13/11/2006;DOM;Biens remis aux Domaines;199000,00;RENAULT CLIO 1,5 dci
BQ-902-WW;VUA055RE07;20/09/2007;PSRREF;Réforme PS Rennes;197320,00;RENAULT KANGOO 1,5 DCI
BQ-944-YM;VUA027RE05;08/03/2005;DOM;Biens remis aux Domaines;263230,00;RENAULT KANGOO 1,5 DCI
BQ-952-WW;VUE097RE01;14/02/2001;DOM;Biens remis aux Domaines;427630,00;RENAULT MASTER
BQ-962-WW;VLA040RE00;19/10/2000;DOM;Biens remis aux Domaines;206209,00;RENAULT KANGOO
BQ-982-YM;VUD026RE03;12/09/2003;PSVREF;Réforme PS Vannes;261960,00;RENAULT MASTER
BQ-992-YM;CAC011RE02;26/06/2002;PSVPOOL;Pool Relais PS Vannes;188500,00;RENAULT PREMIUM
BQ-997-WW;CAC046RE92;21/12/1992;DOM;Biens remis aux Domaines;254490,00;RENAULT M160
BR-005-BP;VLC011RE05;10/05/2005;DOM;Biens remis aux Domaines;204350,00;RENAULT CLIO 1,5 DCI
BR-028-BQ;CAA003IV04;02/01/2004;PSRPOOL;Pool Relais PS Rennes;250446,00;IVECO DAILY 50C13 10T SC
BR-039-BP;VLC010RE05;10/05/2005;DOM;Biens remis aux Domaines;161100,00;RENAULT CLIO 1,5 DCI
BR-058-BP;VLC022RE05;10/05/2005;DOM;Biens remis aux Domaines;196000,00;RENAULT CLIO 1,5 DCI
BR-069-BQ;VUD070RE03;02/01/2003;DOM;Biens remis aux Domaines;210619,00;RENAULT MASTER L3H2 2,5 DCI-120
BR-089-BQ;CAD024IV98;06/05/1998;DOM;Biens remis aux Domaines;311873,00;IVECO EUROTRAKKER MP 260E34H
BR-115-BQ;VUD069RE01;04/12/2001;DOM;Biens remis aux Domaines;0,00;RENAULT MASTER L3H2 2,5 DCI-120
BR-129-LF;CAD045RE11;13/07/2011;CEICHBO;CEI Châteaubourg;207661,00;RENAULT PREMIUM LANDER 430.26 6X 4 AMPLIROLL
BR-193-BQ;CAC059RE04;10/05/2004;STRENN;Section Travaux Rennes;121477,00;RENAULT PREMIUM 270
BR-197-BP;CAB028RE00;17/07/2000;DOM;Biens remis aux Domaines;157500,00;RENAULT S150.10 DC
BR-229-BQ;VLB039RE03;31/03/2003;DOM;Biens remis aux Domaines;130000,00;RENAULT TWINGO AUTH. 1.2E
BR-230-BP;VUD071FO06;01/06/2006;DOM;Biens remis aux Domaines;93523,00;FORD TRANSIT 2.2 TDCI 350LS
BR-262-BP;CAB002RE00;22/06/2000;PSSBPOO;Pool Relais PS St Brieuc;240219,00;RENAULT S150 10/B4 DC
BR-282-BQ;VUD067RE00;31/03/2000;DOM;Biens remis aux Domaines;0,00;RENAULT MASTER L3H2 2,5 DCI-120
BR-288-BP;CAD027RE02;27/05/2002;PSBPOOL;Pool Relais PS Brest;200122,00;RENAULT PREMIUM 320
BR-307-BQ;VLA045RE03;23/06/2003;DOM;Biens remis aux Domaines;159764,00;RENAULT KANGOO
BR-309-BP;VUE021RE05;22/03/2005;DOM;Biens remis aux Domaines;434000,00;RENAULT MASTER L3H2 2,5 DCI-120
BR-381-BQ;CAD032RE06;04/04/2006;STRENN;Section Travaux Rennes;204319,00;RENAULT PREMIUM 370  6X4
BR-420-BQ;CAB029RE98;19/02/1998;DOM;Biens remis aux Domaines;204929,00;RENAULT M150
BR-436-BQ;CAB030RE98;19/02/1998;DOM;Biens remis aux Domaines;182644,00;RENAULT M150
BR-450-BP;VUA019RE04;22/04/2004;DOM;Biens remis aux Domaines;294495,00;RENAULT KANGOO EXPRESS 1.5 DCI
BR-459-BQ;CAC061RE05;22/03/2005;DOM;Biens remis aux Domaines;353700,00;RENAULT KERAX TRACT.420
BR-472-BQ;CAC060RE01;19/02/2001;STVANNE;Section Travaux de Vannes;490380,00;RENAULT PREMIUM 340
BR-476-BP;CAD023IV98;08/04/1998;DOM;Biens remis aux Domaines;153000,00;IVECO EUROTECH
BR-495-BQ;VLC099RE07;18/06/2007;DOM;Biens remis aux Domaines;283300,00;RENAULT CLIO 1,5 DCI
BR-515-BQ;VLB022RE04;10/05/2004;DOM;Biens remis aux Domaines;134695,00;RENAULT TWINGO EXPRESSION. 1.2E
BR-524-BQ;VLA008RE03;28/05/2003;DOM;Biens remis aux Domaines;218139,00;RENAULT KANGOO.1.5 DCI 5P
BR-534-BQ;VLA006RE03;28/05/2003;PSSBREF;Réforme PS St Brieuc;195993,00;RENAULT KANGOO AUTH.1.5 DCI 5P
BR-543-BQ;VLC019RE04;25/05/2004;DOM;Biens remis aux Domaines;207562,00;RENAULT CLIO 1.4E CONF. 5P
BR-558-BQ;VLC014RE04;22/03/2004;DOM;Biens remis aux Domaines;142366,00;RENAULT CLIO 1.4E CONF. 5P
BR-572-BQ;VLC024RE05;10/05/2005;DOM;Biens remis aux Domaines;191301,00;RENAULT CLIO III 1,5 DCI
BR-590-BQ;VLD002PE07;22/02/2007;DOM;Biens remis aux Domaines;230938,00;PEUGEOT 307 1.6HDI 5P
BR-606-BQ;CAD025RE00;31/12/2000;DOM;Biens remis aux Domaines;188000,00;RENAULT PREMIUM
BR-619-BQ;VLC025RE05;10/05/2005;DOM;Biens remis aux Domaines;224097,00;RENAULT CLIO 1,5 DCI
BR-631-BQ;VLD003RE07;22/02/2007;PSRREF;Réforme PS Rennes;235200,00;RENAULT SCENIC
BR-672-BP;VLA011RE05;13/04/2005;DOM;Biens remis aux Domaines;198000,00;RENAULT KANGOO 1.5 DCI 5P
BR-682-BQ;VLB020RE03;17/06/2003;DOM;Biens remis aux Domaines;143159,00;RENAULT TWINGO AUTH. 1.2E
BR-686-BP;VUB008CI05;28/06/2005;DOM;Biens remis aux Domaines;455617,00;CITROEN JUMPY CONF 2.0 HDI
BR-721-BQ;VUA012RE03;17/06/2003;DOM;Biens remis aux Domaines;209125,00;RENAULT KANGOO EXPRESS 1.5 DCI
BR-723-BP;CAD029RE02;16/12/2002;PSSBPOO;Pool Relais PS St Brieuc;185776,00;RENAULT PREMIUM320 6X2/4
BR-732-BP;CAC058RE01;12/02/2001;PSBREF;Réforme PS Brest;129456,00;RENAULT PREMIUM
BR-733-BQ;VLB037RE03;21/03/2003;DOM;Biens remis aux Domaines;102000,00;RENAULT TWINGO AUTH. 1.2E
BR-740-BQ;VUE005RE03;26/02/2003;DOM;Biens remis aux Domaines;405000,00;RENAULT MASTER L2H2 2.5 DCI
BR-759-BQ;VUE087RE00;14/03/2000;DOM;Biens remis aux Domaines;401230,00;RENAULT MASTER L2H2 2,5 DCI-120
BR-777-BQ;VLB036RE02;26/07/2002;DOM;Biens remis aux Domaines;0,00;RENAULT TWINGO AUTH. 1.2E
BR-785-BQ;VLB035RE02;24/06/2002;DOM;Biens remis aux Domaines;0,00;RENAULT TWINGO AUTH. 1.2E
BR-786-BP;VUC003RE04;17/02/2004;PSRPOOL;Pool Relais PS Rennes;309560,00;RENAULT MASTER L3H2 2,5 DCI-120
BR-801-BP;CAC052RE91;30/12/1991;DOM;Biens remis aux Domaines;222515,00;RENAULT C 280
BR-808-BN;VUE033RE04;17/03/2004;DOM;Biens remis aux Domaines;320000,00;RENAULT MASTER L2H2 2,5 DCI-120
BR-835-BP;VUB004CI03;27/06/2003;DOM;Biens remis aux Domaines;0,00;CITROEN JUMPY CONF.3PL. 2.0HDI
BR-882-BN;VUE090RE02;26/02/2003;DOM;Biens remis aux Domaines;0,00;RENAULT MASTER L2H2 2,5 DCI-120
BR-885-BP;VUE028FO07;22/02/2007;DOM;Biens remis aux Domaines;461800,00;FORD TRANSIT 2.2 TDCI
BR-906-BP;VUE020RE05;22/03/2005;DOM;Biens remis aux Domaines;422393,00;RENAULT MASTER L3H2 2,5 DCI-120
BR-949-BN;VUA059RE02;04/02/2002;DOM;Biens remis aux Domaines;0,00;RENAULT KANGOO 1,9 DTI
BR-967-BN;VUA060RE03;09/09/2003;DOM;Biens remis aux Domaines;200000,00;RENAULT KANGOO EXPRESS.1.5 DCI
BR-976-BP;CAB003RE00;22/06/2000;PSRPOOL;Pool Relais PS Rennes;346115,00;RENAULT S150 10/B4 DC
BR-988-BN;VLC016RE04;22/03/2004;DOM;Biens remis aux Domaines;110968,00;RENAULT CLIO 1,5 DCI
BR-991-BP;VLA005RE03;23/07/2009;DOM;Biens remis aux Domaines;230014,00;RENAULT KANGOO 1.5 DCI 5P
BS-009-CZ;VLC026RE05;01/06/2005;PSLPOOL;Pool Relais PS Laval;191737,00;RENAULT CLIO DCI
BS-015-DB;VUB010CI06;01/06/2006;DOM;Biens remis aux Domaines;277196,00;CITROEN JUMPY CONF 2.0 HDI
BS-078-SQ;CAC062RE90;15/11/1990;DOM;Biens remis aux Domaines;85326,00;RENAULT C210
BS-106-DB;CAA019IV96;29/01/1996;DOM;Biens remis aux Domaines;192650,00;IVECO DAILY35C18
BS-120-SQ;VUE014RE05;01/06/2005;DOM;Biens remis aux Domaines;590400,00;RENAULT MASTER L3H2 2,5 DCI-120
BS-144-DA;VUC015RE99;01/11/1999;DOM;Biens remis aux Domaines;352419,00;RENAULT MASTER
BS-185-SQ;VUE013RE05;01/06/2005;DOM;Biens remis aux Domaines;718075,00;RENAULT MASTER L3H2 2,5 DCI-120
BS-214-DA;VUB027CI04;01/02/2004;DOM;Biens remis aux Domaines;191430,00;CITROEN JUMPY
BS-245-DA;VUD086RE00;31/12/2000;DOM;Biens remis aux Domaines;431600,00;RENAULT MASTER L2H2 2,5 DCI-120
BS-262-DA;VUC013RE01;01/05/2001;DOM;Biens remis aux Domaines;137870,00;RENAULT MASTER L2 BENNE DCI 150
BS-315-CZ;CAC072RE85;26/11/1985;DOM;Biens remis aux Domaines;148880,00;RENAULT C210
BS-315-DA;VUD056PE02;04/12/2002;DOM;Biens remis aux Domaines;139482,00;PEUGEOT BOXER
BS-342-CZ;CAC073RE87;16/11/1987;DOM;Biens remis aux Domaines;176205,00;RENAULT C210
BS-342-DA;VUD094RE00;09/11/2000;DOM;Biens remis aux Domaines;353401,00;RENAULT MASTER L2H2 2,5 DCI-120
BS-369-DA;VUD087RE02;02/12/2002;DOM;Biens remis aux Domaines;0,00;RENAULT MASTER L2H2 2,5 DCI-120
BS-390-DA;VLC100RE03;01/07/2003;DOM;Biens remis aux Domaines;219576,00;RENAULT CLIO ESS
BS-597-CZ;CAC077RE91;30/09/1991;DOM;Biens remis aux Domaines;0,00;RENAULT G230
BS-661-CZ;CAB001RE00;20/04/2000;PSRREF;Réforme PS Rennes;124400,00;RENAULT S150 10/B4 DC
BS-689-CZ;VUD085PE97;02/04/1997;DOM;Biens remis aux Domaines;336117,00;PEUGEOT BOXER
BS-713-DA;CAB032RE01;01/04/2001;PSVPOOL;Pool Relais PS Vannes;159082,00;RENAULT MIDLUM 180.13
BS-717-CZ;VUD018PE02;01/06/2002;DOM;Biens remis aux Domaines;229215,00;PEUGEOT BOXER BENNE
BS-747-DA;VUD074RE01;01/05/2001;DOM;Biens remis aux Domaines;384700,00;RENAULT MASTER L? H? 2,8 DCI  150
BS-780-CZ;VUD020RE02;01/06/2002;DOM;Biens remis aux Domaines;235000,00;RENAULT MASTER L? H? 2,5 DCI-120
BS-786-DA;VLC044RE08;15/01/2008;PSNPOOL;Pool Relais PS Nantes;116446,00;RENAULT CLIO II ESS
BS-820-DA;VUC005RE07;01/06/2007;DOM;Biens remis aux Domaines;3044,00;RENAULT MASTER L2 BENNE DCI 150
BS-855-DA;VUE016RE05;01/06/2005;DOM;Biens remis aux Domaines;482000,00;RENAULT MASTER L3H2 2,5 DCI-120
BS-957-DA;VUB009CI06;01/06/2006;DOM;Biens remis aux Domaines;330000,00;CITROEN JUMPY CONF 2.0 HDI
BT-150-MX;CAC004RE87;10/07/1987;PSBREF;Réforme PS Brest;285300,00;RENAULT G 210
BT-185-MX;VLC020RE04;14/10/2004;DOM;Biens remis aux Domaines;221121,00;RENAULT CLIO 1,5 DCI
BT-296-MX;CAB035RE06;20/07/2006;STVANNE;Section Travaux de Vannes;88591,00;RENAULT MIDLUM 180.13
BT-324-MX;VLC101RE03;17/03/2003;DOM;Biens remis aux Domaines;206207,00;RENAULT CLIO 1,5 DCI
BT-343-MX;VUA062RE03;23/07/2003;DOM;Biens remis aux Domaines;1,00;RENAULT KANGOO 1,2 E
BT-375-MX;VLC009RE03;17/03/2003;DOM;Biens remis aux Domaines;230033,00;RENAULT CLIO 1,5 DCI
BT-396-MX;VLC012RE03;30/07/2003;DOM;Biens remis aux Domaines;267218,00;RENAULT CLIO 1,5 DCI
BT-431-MX;VLA009RE03;10/07/2003;DOM;Biens remis aux Domaines;244826,00;RENAULT KANGOO 1,5 DCI 5P
BT-474-MX;VLC103RE03;17/03/2003;DOM;Biens remis aux Domaines;203108,00;RENAULT CLIO 1,5 DCI
BT-546-MX;VUD081FO00;06/06/2000;DOM;Biens remis aux Domaines;0,00;FORD TRANSIT
BT-581-MX;VUD025RE03;22/07/2003;DOM;Biens remis aux Domaines;359452,00;RENAULT MASTER L3H3 2,5 DCI-120
BT-613-MX;VUE003RE03;22/07/2003;DOM;Biens remis aux Domaines;361236,00;RENAULT MASTER L3H2 2,5 DCI-120
BT-642-MX;VLC014RE03;30/07/2003;DOM;Biens remis aux Domaines;194701,00;RENAULT CLIO 1,5 DCI
BT-669-MX;CAC008MA02;10/01/2002;DOM;Biens remis aux Domaines;175200,00;MAN  FE310A
BT-737-MX;VLC102RE03;17/03/2003;DOM;Biens remis aux Domaines;219642,00;RENAULT CLIO 1,5 DCI
BV-379-EL;VUD031RE03;25/03/2003;DOM;Biens remis aux Domaines;275000,00;RENAULT MASTER
BV-410-EL;VUE019RE05;23/06/2005;DOM;Biens remis aux Domaines;411077,00;RENAULT MASTER L2H2 2,5 DCI 120
BV-454-EL;VUE017RE05;01/06/2005;DOM;Biens remis aux Domaines;287608,00;RENAULT MASTER L3H2 2,5 DCI-120
BV-486-EL;VUD032RE03;25/03/2003;PSVREF;Réforme PS Vannes;315381,00;RENAULT MASTER L2H2 2,5 DCI 120
BV-522-EL;VUD058RE03;25/06/2003;DOM;Biens remis aux Domaines;484416,00;RENAULT MASTER
BV-556-EL;VUD057RE03;25/06/2003;DOM;Biens remis aux Domaines;360390,00;RENAULT MASTER
BV-592-EL;VUD050CI98;02/02/1998;DOM;Biens remis aux Domaines;310220,00;CITROEN JUMPER
BV-620-EL;VUD062CI97;10/07/1997;DOM;Biens remis aux Domaines;0,00;CITROEN JUMPER
BV-639-EL;CAB026MB04;25/05/2004;DOM;Biens remis aux Domaines;84000,00;MECEDES-BENZ UNIMOG
BW-354-AC;CAC049IV96;19/04/1996;DOM;Biens remis aux Domaines;11963,00;IVECO EUROCARGO
BW-361-WM;CAD043ME11;25/10/2011;CEIGOUL;CEI Goulaine;34908,00;MERCEDES AXOR 2633 6X4 équipé bras DALBY
BX-494-GH;CAB007RE02;10/05/2002;PSSBPOO;Pool Relais PS St Brieuc;219017,00;RENAULT MIDLUM 180.13
BX-515-GH;CAC009RE02;10/05/2002;DOM;Biens remis aux Domaines;133462,00;RENAULT KERAX 320/19
BX-541-GH;CAB015RE06;28/04/2006;CEITRAM;CEI Tramain;180585,00;RENAULT MIDLUM 180.13
BX-573-GH;CAB009RE02;10/05/2002;DOM;Biens remis aux Domaines;188720,00;RENAULT MIDLUM 180.13
BX-598-GH;CAB008RE02;10/05/2002;DOM;Biens remis aux Domaines;146980,00;RENAULT MIDLUM 180.13
BX-622-GH;CAC006MA99;02/07/1999;DOM;Biens remis aux Domaines;175486,00;MAN 19  314
BX-645-GH;CAC051MA00;05/06/2000;DOM;Biens remis aux Domaines;126040,00;MAN 19  314
BX-672-GH;CAB040RE91;13/03/1991;DOM;Biens remis aux Domaines;332000,00;RENAULT M140
BX-691-GH;CAC066RE92;26/03/1992;DOM;Biens remis aux Domaines;260488,00;RENAULT C280.19
BX-712-GH;CAB039RE91;13/03/1991;DOM;Biens remis aux Domaines;0,00;RENAULT M140.12 DC
BX-737-GH;CAC068MA00;05/06/2000;DOM;Biens remis aux Domaines;172000,00;MAN 19-314
BX-755-GH;CAC065RE91;13/03/1991;DOM;Biens remis aux Domaines;291816,00;RENAULT C210.19
BX-782-GH;CAD035RE07;11/06/2007;DIS22;District Saint Brieuc;238635,00;RENAULT KERAX 410 DCI
BY-659-TZ;VLA055RE00;03/10/2000;DOM;Biens remis aux Domaines;195000,00;RENAULT KANGOO 1.5 DCI
BY-809-HS;CAD006RE08;16/12/2008;CEISTHE;CEI Saint Thégonnec;152141,00;RENAULT PREMIUM LANDER 320 26
BZ-287-MA;VUE078RE09;30/04/2009;DOM;Biens remis aux Domaines;322000,00;RENAULT MASTER L3H2 2,5 DCI-150
BZ-356-MA;VUD076PE02;01/12/2002;DOM;Biens remis aux Domaines;0,00;PEUGEOT BOXER L? H? 2,8 HDI
BZ-755-GJ;VUE100RE11;20/12/2011;PSSBPOO;Pool Relais PS St Brieuc;647045,00;RENAULT MASTER III L3 H3 2,3 DCI-150
CA-090-QN;CAC078RE12;24/01/2012;CEIRENN;CEI Rennes;125007,00;RENAULT PREMIUM 310.19
CA-105-QN;CAC079RE12;24/01/2012;CEIPLEU;CEI Pleumeleuc;131196,00;RENAULT PREMIUM 310.19
CB-500-ZJ;VUB029RE12;27/02/2012;DOM;Biens remis aux Domaines;257000,00;RENAULT TRAFIC L1 H1
CB-541-ZJ;VUB030RE12;27/02/2012;DOM;Biens remis aux Domaines;429473,00;RENAULT TRAFIC L1 H1
CB-548-PZ;VUA067RE12;17/02/2012;CEICHNE;CEI Châteauneuf du Faou;213636,00;RENAULT KANGOO 1.5 DCI
CB-609-PZ;VUA066RE12;17/02/2012;CEIBRES;CEI Brest;149254,00;RENAULT KANGOO 1.5 DCI
CC-118-XZ;CAL006RE12;20/03/2012;CEISAVE;CEI Savenay;130203,00;RENAULT PREMIUM 6X2
CC-118-XZ;CAL001RE11;20/03/2012;DOM;Biens remis aux Domaines;52955,00;RENAULT PREMIUM LANDER
CC-250-MY;CAB010RE02;10/05/2002;CEIROST;CEI Rostrenen;229000,00;RENAULT MIDLUM 180.13
CC-285-MY;CAC016RE08;05/12/2008;CEIPERR;CEI Le Perray;110793,00;RENAULT LANDER 180/19
CC-492-EV;VUE102RE12;02/03/2012;PSNPOOL;Pool Relais PS Nantes;610300,00;RENAULT MASTER L3 H3 2.3DCI 150
CC-572-EV;VUE101RE12;02/03/2012;PSSBPOO;Pool Relais PS St Brieuc;774375,00;RENAULT MASTER L3H2 2.3 DCI 150
CC-631-EV;VUE103RE12;02/03/2012;DOM;Biens remis aux Domaines;490463,00;RENAULT MASTER L3 H3 2.3 DCI 150
CC-958-MX;VUA068RE12;12/03/2012;CEICHTL;CEI Châteaulin;129735,00;RENAULT KANGOO 1.5 DCI
CD-109-DR;VUE105RE12;26/03/2012;DOM;Biens remis aux Domaines;414953,00;RENAULT MASTER 2.3 DCI 150
CD-143-DR;VUD095RE12;26/03/2012;STVANNE;Section Travaux de Vannes;213500,00;RENAULT MASTER 2.3 DCI 150
CD-190-DR;VUE104RE12;26/03/2012;PSBPOOL;Pool Relais PS Brest;490070,00;RENAULT MASTER 2.3 DCI 150
CD-311-NW;VUE107RE12;03/04/2012;PSSBPOO;Pool Relais PS St Brieuc;519263,00;RENAULT MASTER L3 H3 2.3 DCI 150 CV
CD-372-NW;VUE106RE12;03/04/2012;PSSBPOO;Pool Relais PS St Brieuc;527422,00;RENAULT MASTER L3 H3 2.3 DCI 150 CV
CD-459-NW;VUD096RE12;03/04/2012;STLAVAL;Section Travaux Laval;179803,00;RENAULT MASTER L3 H2 2.3 DCI 150 CV
CD-509-QE;VLD011RE12;04/04/2012;SG;Secrétariat Général;217397,00;RENAULT LAGUNA III BOSE 130CV
CE-562-HV;VUE108RE12;23/04/2012;DOM;Biens remis aux Domaines;686615,00;RENAULT MASTER III L3H2 2.3DCI 150CV
CE-686-XP;CAD047RE12;07/05/2012;CEIROST;CEI Rostrenen;217720,00;RENAULT PREMIUM LANDER 430.26 6X 2 AMPLIROLL
CK-040-HQ;CAD050RE12;04/09/2012;CEIBAIN;CEI Bain de Bretagne;163950,00;RENAULT PREMIUM LANDER 430.26 6X 4 AMPLIROLL
CL-002-VC;CAD051RE12;15/10/2012;STRENN;Section Travaux Rennes;225300,00;RENAULT PREMIUM LANDER 430.26 6X 4 AMPLIROLL
CM-571-WH;VLC056RE08;15/09/2008;PSNPOOL;Pool Relais PS Nantes;256073,00;RENAULT CLIO III 1,5 DCI
CM-586-WH;VLC060RE08;15/09/2008;DOM;Biens remis aux Domaines;219938,00;RENAULT CLIO III 1,5 DCI
CN-902-AX;CAB044RE12;20/09/2012;CEITRAM;CEI Tramain;75080,00;RENAULT Midlum 180.13
CP-095-SA;VUB031RE13;10/01/2013;PSRREF;Réforme PS Rennes;300000,00;RENAULT TRAFIC L1H1
CP-125-SA;VUE110RE13;10/01/2013;PSVPOOL;Pool Relais PS Vannes;440330,00;RENAULT MASTER L3 H2 2.3 DCI 150CV
CP-147-SA;VUE109RE13;10/01/2013;PSRREF;Réforme PS Rennes;446796,00;RENAULT MASTER L3H2 2.3 DCI 150CV
CP-800-NA;CAC080RE07;03/01/2007;STLAVAL;Section Travaux Laval;499650,00;RENAULT PREMIUM 280.19 distribution
CQ-171-SM;VLA059RE13;12/02/2013;TR3DS53;Transfert 3ds CD53;211690,00;RENAULT KANGOO III 1.5 DCI
CQ-712-BH;CAD040RE13;23/01/2013;CEIPLEU;CEI Pleumeleuc;235778,00;RENAULT PREMIUM LANDER 460 DXI 6X 2 AMPLIROLL
CQ-790-RL;VUA069RE13;11/02/2013;CEIBRES;CEI Brest;146750,00;RENAULT KANGOO G.VOLUME 1.5 DCI 110 CV
CQ-880-MG;VLA056RE13;05/02/2013;DOM;Biens remis aux Domaines;243945,00;RENAULT KANGOO 1.5 DCI
CQ-918-MG;VLA058RE13;05/02/2013;CEIPLES;CEI Pleslin Trigavou;206076,00;RENAULT KANGOO 1.5 DCI
CQ-977-MG;VLA057RE13;05/02/2013;PSSBPOO;Pool Relais PS St Brieuc;238672,00;RENAULT KANGOO 1.5 DCI
CR-194-ZM;VUA070RE13;21/03/2013;PSRPOOL;Pool Relais PS Rennes;358871,00;RENAULT KANGOO 1.5 DCI
CR-242-ZM;VUE113RE13;21/03/2013;DOM;Biens remis aux Domaines;341440,00;RENAULT MASTER L3 H3 2.3 DCI 150CV
CR-469-ZM;VUE112RE13;21/03/2013;DOM;Biens remis aux Domaines;581146,00;RENAULT MASTER L3 H3 2.3 DCI 150CV
CR-500-ZM;VUE111RE13;21/03/2013;PSVPOOL;Pool Relais PS Vannes;485293,00;RENAULT MASTER L2 H2 2.3 DCI 150 CV
CR-526-ZM;CAB045RE13;21/03/2013;CEIGUIN;CEI Guingamp;80695,00;RENAULT MIDLUM 180.13 + GRUE
CT-475-GZ;VUE114RE13;29/04/2013;PSBPOOL;Pool Relais PS Brest;425547,00;RENAULT MASTER L3 H2 2.3DCI 150 CV 7 PL
CT-648-WL;CAD037RE08;25/06/2008;CEIBAIN;CEI Bain de Bretagne;323579,00;RENAULT PREMIUM 6X2 AMPLIROLL
CT-938-YZ;VUE115RE13;22/05/2013;CEINANT;CEI Nantes;338339,00;RENAULT MASTER L3H2 2.3 DCI
CW-013-WB;VUE049RE08;28/10/2008;DOM;Biens remis aux Domaines;547873,00;RENAULT MASTER L2H2 2,5 DCI 150+ FLU
CW-031-WB;VUE048RE08;16/10/2008;DOM;Biens remis aux Domaines;697591,00;RENAULT MASTER L3 H2 2,5 DCI + FLU
CW-054-WB;VUE047RE08;16/10/2008;DOM;Biens remis aux Domaines;453882,00;RENAULT MASTER L3 H2 2,5 DCI + FLU
CW-066-WB;VUA043RE08;04/09/2008;DOM;Biens remis aux Domaines;276340,00;RENAULT KANGOO 1.5 DCI
CW-079-WB;VUA041RE07;09/11/2007;DOM;Biens remis aux Domaines;279318,00;RENAULT KANGOO 1.5 DCI
CW-193-WB;VLC059RE08;15/09/2008;DOM;Biens remis aux Domaines;252800,00;RENAULT CLIO III 1,5 DCI
CW-204-WB;VUD065RE08;26/02/2008;DOM;Biens remis aux Domaines;303223,00;RENAULT MASTER L2 H2 2,5 DCI-120
CW-214-WB;VUE039RE08;24/11/2008;DOM;Biens remis aux Domaines;534100,00;RENAULT MASTER L3H2 2,5 DCI-120
CW-249-WB;VLA023RE08;04/09/2008;PSNPOOL;Pool Relais PS Nantes;139965,00;RENAULT KANGOO AUTH. 1.5DCI 5P
CW-261-WB;VLC055RE08;15/09/2008;DOM;Biens remis aux Domaines;264300,00;RENAULT CLIO III 1,5 DCI
CW-272-WB;VLC061RE08;15/09/2008;PSBPOOL;Pool Relais PS Brest;177143,00;RENAULT CLIO III 1,5 DCI
CW-284-WB;VLC068RE08;19/12/2008;PSSBREF;Réforme PS St Brieuc;179134,00;RENAULT MODUS 1,5 DCI
CW-293-WB;VLC069RE08;19/12/2008;DOM;Biens remis aux Domaines;161784,00;RENAULT MODUS 1,5 DCI
CW-305-WB;VLC057RE08;15/09/2008;DOM;Biens remis aux Domaines;244220,00;RENAULT CLIO III 1,5 DCI
CW-310-WB;VLC058RE08;15/09/2008;PSSBREF;Réforme PS St Brieuc;316979,00;RENAULT CLIO III 1,5 DCI
CW-316-WB;VUC007RE08;18/09/2008;DOM;Biens remis aux Domaines;140500,00;RENAULT MASTER L2H2 2,5 DCI 150CV
CW-326-WB;VLC063RE08;25/11/2008;DOM;Biens remis aux Domaines;250900,00;RENAULT MODUS DCI 1,5 70
CW-334-WB;VUE046RE08;04/09/2008;PSBPOOL;Pool Relais PS Brest;432873,00;RENAULT MASTER L2H2 2.5 DCI 7PL
CW-342-WB;VUA044RE08;04/09/2008;DOM;Biens remis aux Domaines;168526,00;RENAULT KANGOO 1.5 DCI
CW-353-WB;VUA040RE07;17/10/2007;DOM;Biens remis aux Domaines;238000,00;RENAULT KANGOO CONF. 1.5 DCI 85
CW-364-WB;CAC017RE08;19/12/2008;TR3DS53;Transfert 3ds CD53;77146,00;RENAULT PREMIUM 320/19 Benne Amo
CW-373-WB;CAA011IV08;24/11/2008;CEIMAYE;CEI Mayenne;242143,00;IVECO DAILY 65J18B 6,5T SC
CW-703-MB;CAB049RE13;02/07/2013;CEIPERR;CEI Le Perray;144208,00;Camion 7t< PTAC <13t (Midlum, S150,….)
CW-912-WA;CAA012IV08;24/11/2008;TR3DS49;Transfert 3DS CD49;112814,00;IVECO DAILY 65J18B 6,5T SC
CW-993-WA;VUC008RE08;15/12/2008;CEISTHE;CEI Saint Thégonnec;180290,00;RENAULT MASTER BENNE 2,5DCI 150 7PL
CX-011-AZ;VLC066RE08;28/11/2008;DOM;Biens remis aux Domaines;288732,00;RENAULT MODUS 1,5 DCI
CX-032-AZ;VLC064RE08;28/11/2008;DOM;Biens remis aux Domaines;220736,00;RENAULT MODUS 1,5 DCI
